Record Type,MSA Customer,MSA SKU,MSA SALES RECORD,POS CUSTOMER,POS SKU,POS QT,POS Price
PUR,427146780,420071,00100000001.0000200000025.39,42714678,420071,1,25.39
PUR,620945160,420071,00100000002.0000200000025.39,62094516,420071,2,25.39
PUR,246542900,425441,00100000001.0000200000025.39,24654290,425441,1,25.39
PUR,429240050,425441,00100000002.0000200000025.39,42924005,425441,2,25.39
PUR,437144430,425441,00100000005.0000200000025.39,43714443,425441,5,25.39
PUR,487335470,425441,00100000002.0000200000025.39,48733547,425441,2,25.39
PUR,491828000,425441,00100000002.0000200000025.39,49182800,425441,2,25.39
PUR,536320400,425441,00100000002.0000200000025.39,53632040,425441,2,25.39
PUR,565306600,425441,00100000002.0000200000025.39,56530660,425441,2,25.39
PUR,620945160,425441,00100000002.0000200000025.39,62094516,425441,2,25.39
PUR,664187670,425441,00100000001.0000200000025.39,66418767,425441,1,25.39
PUR,825752440,425441,00100000002.0000200000025.39,82575244,425441,2,25.39
PUR,839874690,425441,00100000001.0000200000025.39,83987469,425441,1,25.39
PUR,991198200,425441,00100000001.0000200000025.39,99119820,425441,1,25.39
PUR,451221770,425531,00100000005.0000200000025.39,45122177,425531,5,25.39
PUR,620945160,425531,00100000002.0000200000025.39,62094516,425531,2,25.39
PUR,632023000,425531,00100000002.0000200000025.39,63202300,425531,2,25.39
PUR,839874690,425531,00100000002.0000200000025.39,83987469,425531,2,25.39
PUR,882323360,425531,00100000002.0000200000025.39,88232336,425531,2,25.39
PUR,246542900,428721,00100000003.0000200000025.39,24654290,428721,3,25.39
PUR,252356130,428721,00100000005.0000200000025.39,25235613,428721,5,25.39
PUR,393683900,428721,00100000001.0000200000025.39,39368390,428721,1,25.39
PUR,427146780,428721,00100000006.0000200000025.39,42714678,428721,6,25.39
PUR,434300830,428721,00100000001.0000200000025.39,43430083,428721,1,25.39
PUR,437144430,428721,00100000002.0000200000025.39,43714443,428721,2,25.39
PUR,445361840,428721,00100000002.0000200000025.39,44536184,428721,2,25.39
PUR,451221770,428721,00100000005.0000200000025.39,45122177,428721,5,25.39
PUR,462903600,428721,00100000001.0000200000025.39,46290360,428721,1,25.39
PUR,467022200,428721,00100000004.0000200000025.39,46702220,428721,4,25.39
PUR,469680500,428721,00100000001.0000200000025.39,46968050,428721,1,25.39
PUR,476762280,428721,00100000005.0000200000025.39,47676228,428721,5,25.39
PUR,487335470,428721,00100000006.0000200000025.39,48733547,428721,6,25.39
PUR,496350050,428721,00100000003.0000200000025.39,49635005,428721,3,25.39
PUR,536320400,428721,00100000003.0000200000025.39,53632040,428721,3,25.39
PUR,559141700,428721,00100000001.0000200000025.39,55914170,428721,1,25.39
PUR,620945160,428721,00100000003.0000200000025.39,62094516,428721,3,25.39
PUR,664078500,428721,00100000002.0000200000025.39,66407850,428721,2,25.39
PUR,739654900,428721,00100000003.0000200000025.39,73965490,428721,3,25.39
PUR,805460000,428721,00100000001.0000200000025.39,80546000,428721,1,25.39
PUR,825752440,428721,00100000005.0000200000025.39,82575244,428721,5,25.39
PUR,832944070,428721,00100000004.0000200000025.39,83294407,428721,4,25.39
PUR,847957450,428721,00100000002.0000200000025.39,84795745,428721,2,25.39
PUR,854655800,428721,00100000005.0000200000025.39,85465580,428721,5,25.39
PUR,880659250,428721,00100000003.0000200000025.39,88065925,428721,3,25.39
PUR,451221770,428741,00100000004.0000200000025.39,45122177,428741,4,25.39
PUR,456527510,428741,00100000004.0000200000025.39,45652751,428741,4,25.39
PUR,459661600,428741,00100000002.0000200000025.39,45966160,428741,2,25.39
PUR,536320400,428741,001-0000002.0000200000023.39,53632040,428741,1,25.39
PUR,536320400,428741,00100000001.0000200000025.39,53632040,428741,-2,23.39
PUR,854655800,428741,00100000001.0000200000025.39,85465580,428741,1,25.39
PUR,536320400,428991,00100000001.0000200000025.39,53632040,428991,1,25.39
PUR,428803440,429111,00100000003.0000200000025.39,42880344,429111,3,25.39
PUR,882323360,429111,00100000001.0000200000025.39,88232336,429111,1,25.39
PUR,451221770,429171,00100000003.0000200000025.39,45122177,429171,3,25.39
PUR,536320400,429171,00100000001.0000200000025.39,53632040,429171,1,25.39
PUR,459661600,4200514,00100000001.0000200000025.39,45966160,4200514,1,25.39
PUR,476584350,4200514,00100000001.0000200000025.39,47658435,4200514,1,25.39
PUR,427146780,4206712,00100000001.0000200000025.39,42714678,4206712,1,25.39
PUR,451221770,4288716,00100000005.0000200000025.39,45122177,4288716,5,25.39
PUR,534485700,4288716,00100000002.0000200000025.39,53448570,4288716,2,25.39
PUR,620945160,4288716,00100000002.0000200000025.39,62094516,4288716,2,25.39
PUR,825752440,4288716,00100000003.0000200000025.39,82575244,4288716,3,25.39
PUR,832944070,4288716,00100000001.0000200000025.39,83294407,4288716,1,25.39
PUR,823142820,8660006820,00100000024.0000200000010.99,82314282,8660006820,24,10.99
PUR,823142820,8660007179,00100000002.0000200000023.99,82314282,8660007179,2,23.99
PUR,823142820,8660007681,00100000004.0000200000023.99,82314282,8660007681,4,23.99
PUR,232013900,11000010005,00100000004.0000200000040.69,23201390,11000010005,4,40.69
PUR,536320400,11000010005,00100000005.0000200000040.69,53632040,11000010005,5,40.69
PUR,399175200,11000010029,00100000001.0000200000040.69,39917520,11000010029,1,40.69
PUR,427146780,11000010029,00100000002.0000200000040.69,42714678,11000010029,2,40.69
PUR,536320400,11000010029,00100000008.0000200000040.69,53632040,11000010029,8,40.69
PUR,788805500,11000010029,00100000001.0000200000040.69,78880550,11000010029,1,40.69
PUR,825752440,11000010029,00100000003.0000200000040.69,82575244,11000010029,3,40.69
PUR,536320400,11000010036,00100000001.0000200000040.69,53632040,11000010036,1,40.69
PUR,427146780,11000010043,00100000002.0000200000040.69,42714678,11000010043,2,40.69
PUR,536320400,11000010043,00100000001.0000200000040.69,53632040,11000010043,1,40.69
PUR,536320400,11000010050,00100000001.0000200000040.69,53632040,11000010050,1,40.69
PUR,620945160,11000010050,00100000002.0000200000040.69,62094516,11000010050,2,40.69
PUR,536320400,11000010067,00100000002.0000200000040.69,53632040,11000010067,2,40.69
PUR,536320400,11000010609,00100000002.0000200000040.69,53632040,11000010609,2,40.69
PUR,832944070,11000010616,00100000001.0000200000040.69,83294407,11000010616,1,40.69
PUR,427146780,11000104063,00100000001.0000200000068.19,42714678,11000104063,1,68.19
PUR,469680500,11000104070,00100000001.0000200000068.19,46968050,11000104070,1,68.19
PUR,825752440,11000104124,00100000001.0000200000068.19,82575244,11000104124,1,68.19
PUR,536320400,11000104131,00100000001.0000200000068.19,53632040,11000104131,1,68.19
PUR,825752440,11000104131,00100000001.0000200000068.19,82575244,11000104131,1,68.19
PUR,536320400,11000282082,00100000001.0000200000059.59,53632040,11000282082,1,59.59
PUR,536320400,11000283089,00100000001.0000200000059.59,53632040,11000283089,1,59.59
PUR,536320400,11000287087,00100000001.0000200000059.59,53632040,11000287087,1,59.59
PUR,536320400,11000492085,00100000003.0000200000068.19,53632040,11000492085,3,68.19
PUR,825752440,11000492085,00100000001.0000200000068.19,82575244,11000492085,1,68.19
PUR,536320400,11000493082,00100000001.0000200000068.19,53632040,11000493082,1,68.19
PUR,888359330,12300103138,00100000001.0000200000084.99,88835933,12300103138,1,84.99
PUR,230950950,12300107136,00100000001.0000200000084.99,23095095,12300107136,1,84.99
PUR,270566600,12300107136,00100000003.0000200000084.99,27056660,12300107136,3,84.99
PUR,463499420,12300107136,00100000001.0000200000084.99,46349942,12300107136,1,84.99
PUR,487335470,12300107136,00100000003.0000200000084.99,48733547,12300107136,3,84.99
PUR,496350050,12300107136,00100000001.0000200000084.99,49635005,12300107136,1,84.99
PUR,664187670,12300107136,00100000001.0000200000084.99,66418767,12300107136,1,84.99
PUR,821573340,12300107136,00100000001.0000200000084.99,82157334,12300107136,1,84.99
PUR,821573340,12300107136,00100000002.0000200000084.99,82157334,12300107136,2,84.99
PUR,825752440,12300107136,00100000001.0000200000084.99,82575244,12300107136,1,84.99
PUR,455413480,12300108751,00100000001.0000200000084.99,45541348,12300108751,1,84.99
PUR,455413480,12300108751,001-0000001.0000200000084.99,45541348,12300108751,-1,84.99
PUR,660856760,12300108751,00100000001.0000200000084.99,66085676,12300108751,1,84.99
PUR,246542900,12300119900,00100000001.0000200000084.99,24654290,12300119900,1,84.99
PUR,450830300,12300158138,00100000003.0000200000103.89,45083030,12300158138,3,103.89
PUR,429240050,12300160131,00100000001.0000200000124.59,42924005,12300160131,1,124.59
PUR,246542900,12300193139,00100000001.0000200000084.99,24654290,12300193139,1,84.99
PUR,252356130,12300193139,00100000003.0000200000084.99,25235613,12300193139,3,84.99
PUR,429285180,12300193139,00100000002.0000200000084.99,42928518,12300193139,2,84.99
PUR,456527510,12300193139,00100000001.0000200000084.99,45652751,12300193139,1,84.99
PUR,459661600,12300193139,00100000002.0000200000084.99,45966160,12300193139,2,84.99
PUR,463499420,12300193139,00100000001.0000200000084.99,46349942,12300193139,1,84.99
PUR,469680500,12300193139,00100000002.0000200000084.99,46968050,12300193139,2,84.99
PUR,475320060,12300193139,00100000002.0000200000084.99,47532006,12300193139,2,84.99
PUR,492000100,12300193139,00100000002.0000200000084.99,49200010,12300193139,2,84.99
PUR,496350050,12300193139,00100000001.0000200000084.99,49635005,12300193139,1,84.99
PUR,568409000,12300193139,00100000001.0000200000084.99,56840900,12300193139,1,84.99
PUR,821573340,12300193139,00100000001.0000200000084.99,82157334,12300193139,1,84.99
PUR,821573340,12300193139,00100000002.0000200000084.99,82157334,12300193139,2,84.99
PUR,825752440,12300193139,00100000001.0000200000084.99,82575244,12300193139,1,84.99
PUR,825752440,12300193139,00100000002.0000200000084.99,82575244,12300193139,2,84.99
PUR,827124430,12300193139,00100000003.0000200000084.99,82712443,12300193139,3,84.99
PUR,832944070,12300193139,00100000001.0000200000084.99,83294407,12300193139,1,84.99
PUR,888359330,12300193139,00100000001.0000200000084.99,88835933,12300193139,1,84.99
PUR,986900100,12300193139,00100000002.0000200000084.99,98690010,12300193139,2,84.99
PUR,203930900,12300194136,00100000001.0000200000084.99,20393090,12300194136,1,84.99
PUR,252622600,12300194136,00100000002.0000200000084.99,25262260,12300194136,2,84.99
PUR,451221770,12300194136,00100000002.0000200000084.99,45122177,12300194136,2,84.99
PUR,456527510,12300194136,00100000002.0000200000084.99,45652751,12300194136,2,84.99
PUR,469680500,12300194136,00100000002.0000200000084.99,46968050,12300194136,2,84.99
PUR,488331420,12300194136,00100000001.0000200000084.99,48833142,12300194136,1,84.99
PUR,492000100,12300194136,00100000002.0000200000084.99,49200010,12300194136,2,84.99
PUR,496350050,12300194136,00100000001.0000200000084.99,49635005,12300194136,1,84.99
PUR,568409000,12300194136,00100000001.0000200000084.99,56840900,12300194136,1,84.99
PUR,696388200,12300194136,00100000004.0000200000084.99,69638820,12300194136,4,84.99
PUR,821573340,12300194136,00100000001.0000200000084.99,82157334,12300194136,1,84.99
PUR,821573340,12300194136,00100000001.0000200000084.99,82157334,12300194136,1,84.99
PUR,825752440,12300194136,00100000001.0000200000084.99,82575244,12300194136,1,84.99
PUR,825752440,12300194136,00100000003.0000200000084.99,82575244,12300194136,3,84.99
PUR,827124430,12300194136,00100000002.0000200000084.99,82712443,12300194136,2,84.99
PUR,854655800,12300194136,00100000001.0000200000084.99,85465580,12300194136,1,84.99
PUR,986900100,12300194136,00100000002.0000200000084.99,98690010,12300194136,2,84.99
PUR,203930900,12300197403,00100000001.0000200000084.99,20393090,12300197403,1,84.99
PUR,230950950,12300197403,00100000001.0000200000084.99,23095095,12300197403,1,84.99
PUR,246542900,12300197403,00100000002.0000200000084.99,24654290,12300197403,2,84.99
PUR,270566600,12300197403,001-0000003.0000200000084.99,27056660,12300197403,-3,84.99
PUR,450978990,12300197403,00100000002.0000200000084.99,45097899,12300197403,2,84.99
PUR,456527510,12300197403,00100000002.0000200000084.99,45652751,12300197403,2,84.99
PUR,475320060,12300197403,00100000004.0000200000084.99,47532006,12300197403,4,84.99
PUR,487335470,12300197403,00100000002.0000200000084.99,48733547,12300197403,2,84.99
PUR,492000100,12300197403,00100000002.0000200000084.99,49200010,12300197403,2,84.99
PUR,496379290,12300197403,00100000001.0000200000084.99,49637929,12300197403,1,84.99
PUR,568409000,12300197403,00100000001.0000200000084.99,56840900,12300197403,1,84.99
PUR,620945160,12300197403,00100000002.0000200000084.99,62094516,12300197403,2,84.99
PUR,631826140,12300197403,00100000002.0000200000084.99,63182614,12300197403,2,84.99
PUR,684819690,12300197403,00100000001.0000200000084.99,68481969,12300197403,1,84.99
PUR,685072080,12300197403,00100000002.0000200000084.99,68507208,12300197403,2,84.99
PUR,696388200,12300197403,00100000001.0000200000084.99,69638820,12300197403,1,84.99
PUR,892794410,12300197403,00100000001.0000200000084.99,89279441,12300197403,1,84.99
PUR,469680500,12300220804,001-0000001.0000200000103.89,46968050,12300220804,-1,103.89
PUR,696388200,12300220835,00100000002.0000200000103.89,69638820,12300220835,2,103.89
PUR,252622600,12300260138,00100000001.0000200000084.99,25262260,12300260138,1,84.99
PUR,463499420,12300260138,00100000001.0000200000084.99,46349942,12300260138,1,84.99
PUR,536320400,12300344968,00100000002.0000200000032.99,53632040,12300344968,2,32.99
PUR,475320060,12300842136,00100000001.0000200000103.89,47532006,12300842136,1,103.89
PUR,696388200,12300844130,00100000001.0000200000103.89,69638820,12300844130,1,103.89
PUR,696388200,12300844185,00100000001.0000200000084.99,69638820,12300844185,1,84.99
PUR,825752440,12300844185,00100000001.0000200000084.99,82575244,12300844185,1,84.99
PUR,450830300,12300845137,00100000002.0000200000103.89,45083030,12300845137,2,103.89
PUR,436335930,16027641775,00100000001.0000200000017.99,43633593,16027641775,1,17.99
PUR,460890590,16027641775,00100000001.0000200000017.99,46089059,16027641775,1,17.99
PUR,824282750,16027641775,00100000001.0000200000017.99,82428275,16027641775,1,17.99
PUR,460508300,20400050382,00100000004.0000200000099.69,46050830,20400050382,4,99.69
PUR,684819690,20400050382,001-0000001.0000200000099.69,68481969,20400050382,-1,99.69
PUR,456527510,20400053581,00100000001.0000200000099.69,45652751,20400053581,1,99.69
PUR,459661600,20400053581,00100000001.0000200000099.69,45966160,20400053581,1,99.69
PUR,696388200,20400053581,00100000001.0000200000099.69,69638820,20400053581,1,99.69
PUR,476584350,25900226374,00100000001.0000200000012.49,47658435,25900226374,1,12.49
PUR,496350050,25900226374,00100000001.0000200000012.49,49635005,25900226374,1,12.49
PUR,436335930,25900240530,00100000001.0000200000015.49,43633593,25900240530,1,15.49
PUR,450830300,25900240530,00100000001.0000200000015.49,45083030,25900240530,1,15.49
PUR,475317140,25900240530,00100000004.0000200000015.49,47531714,25900240530,4,15.49
PUR,487335470,25900240530,00100000002.0000200000015.49,48733547,25900240530,2,15.49
PUR,719143000,25900240530,00100000007.0000200000015.49,71914300,25900240530,7,15.49
PUR,785950000,25900240530,00100000001.0000200000015.49,78595000,25900240530,1,15.49
PUR,877090420,25900240530,00100000001.0000200000015.49,87709042,25900240530,1,15.49
PUR,914505000,25900240530,00100000002.0000200000015.49,91450500,25900240530,2,15.49
PUR,877090420,25900240684,00100000001.0000200000015.49,87709042,25900240684,1,15.49
PUR,450830300,25900240790,00100000001.0000200000019.99,45083030,25900240790,1,19.99
PUR,475832210,25900240790,00100000001.0000200000019.99,47583221,25900240790,1,19.99
PUR,504320000,25900240790,00100000001.0000200000019.99,50432000,25900240790,1,19.99
PUR,684500330,25900240790,00100000001.0000200000019.99,68450033,25900240790,1,19.99
PUR,774030300,25900240790,00100000002.0000200000019.99,77403030,25900240790,2,19.99
PUR,785950000,25900240790,00100000001.0000200000019.99,78595000,25900240790,1,19.99
PUR,830301780,25900240790,00100000001.0000200000019.99,83030178,25900240790,1,19.99
PUR,877090420,25900240790,00100000001.0000200000019.99,87709042,25900240790,1,19.99
PUR,987876280,25900240790,00100000001.0000200000019.99,98787628,25900240790,1,19.99
PUR,443714290,25900240806,00100000001.0000200000019.99,44371429,25900240806,1,19.99
PUR,474108400,25900240806,00100000002.0000200000019.99,47410840,25900240806,2,19.99
PUR,475832210,25900240806,00100000001.0000200000019.99,47583221,25900240806,1,19.99
PUR,496350050,25900240806,00100000001.0000200000019.99,49635005,25900240806,1,19.99
PUR,536320400,25900240806,00100000001.0000200000019.99,53632040,25900240806,1,19.99
PUR,559141700,25900240806,00100000001.0000200000019.99,55914170,25900240806,1,19.99
PUR,684500330,25900240806,00100000001.0000200000019.99,68450033,25900240806,1,19.99
PUR,785950000,25900240806,00100000001.0000200000019.99,78595000,25900240806,1,19.99
PUR,830301780,25900240806,00100000001.0000200000019.99,83030178,25900240806,1,19.99
PUR,854655800,25900240806,00100000001.0000200000019.99,85465580,25900240806,1,19.99
PUR,877090420,25900240806,00100000001.0000200000019.99,87709042,25900240806,1,19.99
PUR,892794410,25900240806,00100000001.0000200000019.99,89279441,25900240806,1,19.99
PUR,987876280,25900240806,00100000001.0000200000019.99,98787628,25900240806,1,19.99
PUR,991198200,25900240806,00100000001.0000200000019.99,99119820,25900240806,1,19.99
PUR,877090420,25900240868,00100000001.0000200000019.99,87709042,25900240868,1,19.99
PUR,877090420,25900240905,00100000001.0000200000019.99,87709042,25900240905,1,19.99
PUR,476584350,25900243715,00100000001.0000200000029.99,47658435,25900243715,1,29.99
PUR,830301780,25900243715,00100000001.0000200000029.99,83030178,25900243715,1,29.99
PUR,434316420,25900247478,00100000006.0000200000012.49,43431642,25900247478,6,12.49
PUR,476584350,25900247478,00100000001.0000200000012.49,47658435,25900247478,1,12.49
PUR,493687870,25900247478,00100000002.0000200000012.49,49368787,25900247478,2,12.49
PUR,496350050,25900247478,00100000001.0000200000012.49,49635005,25900247478,1,12.49
PUR,568409000,25900247478,00100000001.0000200000012.49,56840900,25900247478,1,12.49
PUR,684500330,25900247478,00100000002.0000200000012.49,68450033,25900247478,2,12.49
PUR,693810650,25900247478,00100000001.0000200000012.49,69381065,25900247478,1,12.49
PUR,476584350,25900278809,00100000001.0000200000025.99,47658435,25900278809,1,25.99
PUR,830301780,25900278809,00100000001.0000200000025.99,83030178,25900278809,1,25.99
PUR,224381000,25900287337,00100000002.0000200000025.99,22438100,25900287337,2,25.99
PUR,230950950,25900287337,00100000001.0000200000025.99,23095095,25900287337,1,25.99
PUR,240457700,25900287337,00100000002.0000200000025.99,24045770,25900287337,2,25.99
PUR,294214100,25900287337,00100000001.0000200000025.99,29421410,25900287337,1,25.99
PUR,380068720,25900287337,00100000001.0000200000025.99,38006872,25900287337,1,25.99
PUR,427237420,25900287337,00100000001.0000200000025.99,42723742,25900287337,1,25.99
PUR,428478790,25900287337,00100000004.0000200000025.99,42847879,25900287337,4,25.99
PUR,429240050,25900287337,00100000002.0000200000025.99,42924005,25900287337,2,25.99
PUR,429285180,25900287337,00100000002.0000200000025.99,42928518,25900287337,2,25.99
PUR,434316420,25900287337,00100000002.0000200000025.99,43431642,25900287337,2,25.99
PUR,443714290,25900287337,00100000002.0000200000025.99,44371429,25900287337,2,25.99
PUR,445361840,25900287337,00100000005.0000200000025.99,44536184,25900287337,5,25.99
PUR,446863160,25900287337,00100000002.0000200000025.99,44686316,25900287337,2,25.99
PUR,450830300,25900287337,00100000006.0000200000025.99,45083030,25900287337,6,25.99
PUR,452404420,25900287337,00100000001.0000200000025.99,45240442,25900287337,1,25.99
PUR,454939710,25900287337,00100000005.0000200000025.99,45493971,25900287337,5,25.99
PUR,456514530,25900287337,00100000002.0000200000025.99,45651453,25900287337,2,25.99
PUR,457460990,25900287337,00100000001.0000200000025.99,45746099,25900287337,1,25.99
PUR,459661600,25900287337,00100000001.0000200000025.99,45966160,25900287337,1,25.99
PUR,460890590,25900287337,00100000002.0000200000025.99,46089059,25900287337,2,25.99
PUR,462581790,25900287337,00100000001.0000200000025.99,46258179,25900287337,1,25.99
PUR,474108400,25900287337,00100000006.0000200000025.99,47410840,25900287337,6,25.99
PUR,475188380,25900287337,00100000003.0000200000025.99,47518838,25900287337,3,25.99
PUR,475317140,25900287337,00100000003.0000200000025.99,47531714,25900287337,3,25.99
PUR,475320060,25900287337,00100000002.0000200000025.99,47532006,25900287337,2,25.99
PUR,475320060,25900287337,00100000001.0000200000025.99,47532006,25900287337,1,25.99
PUR,475320060,25900287337,00100000002.0000200000025.99,47532006,25900287337,2,25.99
PUR,476584350,25900287337,00100000003.0000200000025.99,47658435,25900287337,3,25.99
PUR,487335470,25900287337,00100000002.0000200000025.99,48733547,25900287337,2,25.99
PUR,491828000,25900287337,00100000002.0000200000025.99,49182800,25900287337,2,25.99
PUR,496350050,25900287337,00100000001.0000200000025.99,49635005,25900287337,1,25.99
PUR,498871440,25900287337,00100000002.0000200000025.99,49887144,25900287337,2,25.99
PUR,534485700,25900287337,00100000002.0000200000025.99,53448570,25900287337,2,25.99
PUR,536320400,25900287337,00100000001.0000200000025.99,53632040,25900287337,1,25.99
PUR,559141700,25900287337,00100000004.0000200000025.99,55914170,25900287337,4,25.99
PUR,632023000,25900287337,00100000002.0000200000025.99,63202300,25900287337,2,25.99
PUR,664268530,25900287337,00100000001.0000200000025.99,66426853,25900287337,1,25.99
PUR,684500330,25900287337,00100000005.0000200000025.99,68450033,25900287337,5,25.99
PUR,728118800,25900287337,00100000001.0000200000025.99,72811880,25900287337,1,25.99
PUR,739654900,25900287337,00100000006.0000200000025.99,73965490,25900287337,6,25.99
PUR,774030300,25900287337,00100000024.0000200000025.99,77403030,25900287337,24,25.99
PUR,778677100,25900287337,00100000005.0000200000025.99,77867710,25900287337,5,25.99
PUR,785950000,25900287337,00100000006.0000200000025.99,78595000,25900287337,6,25.99
PUR,805460000,25900287337,00100000001.0000200000025.99,80546000,25900287337,1,25.99
PUR,825752440,25900287337,00100000001.0000200000025.99,82575244,25900287337,1,25.99
PUR,830301780,25900287337,00100000001.0000200000025.99,83030178,25900287337,1,25.99
PUR,839874690,25900287337,00100000002.0000200000025.99,83987469,25900287337,2,25.99
PUR,854655800,25900287337,00100000002.0000200000025.99,85465580,25900287337,2,25.99
PUR,856794310,25900287337,00100000001.0000200000025.99,85679431,25900287337,1,25.99
PUR,877090420,25900287337,00100000004.0000200000025.99,87709042,25900287337,4,25.99
PUR,884050130,25900287337,00100000004.0000200000025.99,88405013,25900287337,4,25.99
PUR,897720720,25900287337,00100000003.0000200000025.99,89772072,25900287337,3,25.99
PUR,914505000,25900287337,00100000001.0000200000025.99,91450500,25900287337,1,25.99
PUR,922755600,25900287337,00100000002.0000200000025.99,92275560,25900287337,2,25.99
PUR,437144430,25900287344,00100000001.0000200000025.99,43714443,25900287344,1,25.99
PUR,460890590,25900287344,00100000001.0000200000025.99,46089059,25900287344,1,25.99
PUR,476584350,25900287344,00100000001.0000200000025.99,47658435,25900287344,1,25.99
PUR,487335470,25900287344,00100000001.0000200000025.99,48733547,25900287344,1,25.99
PUR,536320400,25900287344,00100000001.0000200000025.99,53632040,25900287344,1,25.99
PUR,785950000,25900287344,00100000001.0000200000025.99,78595000,25900287344,1,25.99
PUR,839874690,25900287344,00100000001.0000200000025.99,83987469,25900287344,1,25.99
PUR,856794310,25900287344,00100000001.0000200000025.99,85679431,25900287344,1,25.99
PUR,877090420,25900287344,00100000001.0000200000025.99,87709042,25900287344,1,25.99
PUR,437754050,25900287351,00100000001.0000200000025.99,43775405,25900287351,1,25.99
PUR,445361840,25900287351,00100000002.0000200000025.99,44536184,25900287351,2,25.99
PUR,981434300,25900287351,00100000001.0000200000025.99,98143430,25900287351,1,25.99
PUR,559141700,25900296339,00100000001.0000200000021.99,55914170,25900296339,1,21.99
PUR,434316420,25900296353,00100000001.0000200000025.99,43431642,25900296353,1,25.99
PUR,443714290,25900296353,00100000001.0000200000025.99,44371429,25900296353,1,25.99
PUR,450830300,25900296353,00100000001.0000200000025.99,45083030,25900296353,1,25.99
PUR,456514530,25900296353,00100000001.0000200000025.99,45651453,25900296353,1,25.99
PUR,476584350,25900296353,00100000002.0000200000025.99,47658435,25900296353,2,25.99
PUR,487335470,25900296353,00100000002.0000200000025.99,48733547,25900296353,2,25.99
PUR,496350050,25900296353,00100000001.0000200000025.99,49635005,25900296353,1,25.99
PUR,664187670,25900296353,00100000001.0000200000025.99,66418767,25900296353,1,25.99
PUR,739654900,25900296353,00100000004.0000200000025.99,73965490,25900296353,4,25.99
PUR,778677100,25900296353,00100000001.0000200000025.99,77867710,25900296353,1,25.99
PUR,785950000,25900296353,00100000002.0000200000025.99,78595000,25900296353,2,25.99
PUR,805460000,25900296353,00100000001.0000200000025.99,80546000,25900296353,1,25.99
PUR,830301780,25900296353,00100000001.0000200000025.99,83030178,25900296353,1,25.99
PUR,877090420,25900296353,00100000001.0000200000025.99,87709042,25900296353,1,25.99
PUR,884050130,25900296353,00100000001.0000200000025.99,88405013,25900296353,1,25.99
PUR,922755600,25900296353,00100000002.0000200000025.99,92275560,25900296353,2,25.99
PUR,428478790,25900297695,00100000004.0000200000016.49,42847879,25900297695,4,16.49
PUR,428607120,25900297695,00100000002.0000200000016.49,42860712,25900297695,2,16.49
PUR,434307070,25900297695,00100000001.0000200000016.49,43430707,25900297695,1,16.49
PUR,436207440,25900297695,00100000001.0000200000016.49,43620744,25900297695,1,16.49
PUR,437144430,25900297695,00100000001.0000200000016.49,43714443,25900297695,1,16.49
PUR,437754050,25900297695,00100000001.0000200000016.49,43775405,25900297695,1,16.49
PUR,444724370,25900297695,00100000001.0000200000016.49,44472437,25900297695,1,16.49
PUR,446863160,25900297695,00100000001.0000200000016.49,44686316,25900297695,1,16.49
PUR,450978990,25900297695,00100000001.0000200000016.49,45097899,25900297695,1,16.49
PUR,451221770,25900297695,00100000002.0000200000016.49,45122177,25900297695,2,16.49
PUR,454939710,25900297695,00100000001.0000200000016.49,45493971,25900297695,1,16.49
PUR,456514530,25900297695,00100000001.0000200000016.49,45651453,25900297695,1,16.49
PUR,460890590,25900297695,00100000001.0000200000016.49,46089059,25900297695,1,16.49
PUR,462581790,25900297695,00100000001.0000200000016.49,46258179,25900297695,1,16.49
PUR,475320060,25900297695,00100000002.0000200000016.49,47532006,25900297695,2,16.49
PUR,475320060,25900297695,00100000001.0000200000016.49,47532006,25900297695,1,16.49
PUR,485551900,25900297695,00100000003.0000200000016.49,48555190,25900297695,3,16.49
PUR,487335470,25900297695,00100000001.0000200000016.49,48733547,25900297695,1,16.49
PUR,496350050,25900297695,00100000002.0000200000016.49,49635005,25900297695,2,16.49
PUR,559141700,25900297695,00100000004.0000200000016.49,55914170,25900297695,4,16.49
PUR,620945160,25900297695,00100000001.0000200000016.49,62094516,25900297695,1,16.49
PUR,632023000,25900297695,00100000002.0000200000016.49,63202300,25900297695,2,16.49
PUR,664187670,25900297695,00100000001.0000200000016.49,66418767,25900297695,1,16.49
PUR,684500330,25900297695,00100000002.0000200000016.49,68450033,25900297695,2,16.49
PUR,693810650,25900297695,00100000001.0000200000016.49,69381065,25900297695,1,16.49
PUR,774030300,25900297695,00100000002.0000200000016.49,77403030,25900297695,2,16.49
PUR,785950000,25900297695,00100000002.0000200000016.49,78595000,25900297695,2,16.49
PUR,856794310,25900297695,00100000002.0000200000016.49,85679431,25900297695,2,16.49
PUR,884050130,25900297695,00100000002.0000200000016.49,88405013,25900297695,2,16.49
PUR,207790800,25900325718,00100000004.0000200000016.49,20779080,25900325718,4,16.49
PUR,224381000,25900325718,00100000004.0000200000016.49,22438100,25900325718,4,16.49
PUR,240457700,25900325718,00100000002.0000200000016.49,24045770,25900325718,2,16.49
PUR,380068720,25900325718,00100000002.0000200000016.49,38006872,25900325718,2,16.49
PUR,428607120,25900325718,00100000004.0000200000016.49,42860712,25900325718,4,16.49
PUR,429240050,25900325718,00100000003.0000200000016.49,42924005,25900325718,3,16.49
PUR,434307070,25900325718,00100000006.0000200000016.49,43430707,25900325718,6,16.49
